query,optimizer,loop,join_order,prep_time,exec_time,total_time
22b.sql,Max100Stop2,100,2-7-9-8-3-4-6-0-1-10-5-,108.124,29278.1,29394.3
24b.sql,Max100Stop2,100,7-2-1-0-9-10-6-3-4-8-5-11-,122.354,29121.6,29256.8
6d.sql,Max100Stop2,13,1-2-4-0-3-,7.713,1743.1,1752.64
17d.sql,Max100Stop2,51,1-3-6-4-2-0-5-,24.965,3681.99,3709.12
13b.sql,Max100Stop2,100,8-6-5-1-0-3-7-2-4-,71.203,286.713,359.474
17e.sql,Max100Stop2,74,1-3-6-4-2-0-5-,33.311,2195.66,2234.77
5a.sql,Max100Stop2,12,0-2-4-3-1-,6.51,127.079,135.072
15d.sql,Max100Stop2,100,0-6-7-4-3-5-2-1-8-,71.348,555.514,633.41
16a.sql,Max100Stop2,100,0-1-6-5-3-4-2-7-,58.971,39588.6,39655.9
11c.sql,Max100Stop2,100,7-4-6-0-3-1-5-2-,66.606,411.976,480.901
10a.sql,Max100Stop2,71,3-4-2-6-1-5-0-,36.991,889.397,930.478
11a.sql,Max100Stop2,100,4-7-5-2-0-1-6-3-,65.978,568.067,636.134
5c.sql,Max100Stop2,11,0-2-4-3-1-,5.798,28498.7,28506.6
29b.sql,Max100Stop2,100,15-5-13-0-4-10-6-11-7-12-9-1-2-14-8-3-16-,184.279,25461.9,25657
8a.sql,Max100Stop2,75,2-3-6-1-5-0-4-,45.775,683.733,736.499
12a.sql,Max100Stop2,100,6-5-3-2-4-0-1-7-,66.181,27822.6,27892.2
14c.sql,Max100Stop2,100,5-1-7-4-0-3-6-2-,68.327,28916.3,28989.9
19a.sql,Max100Stop2,100,4-6-9-2-1-0-7-8-5-3-,91.352,28941,29038.3
16c.sql,Max100Stop2,100,1-4-5-3-2-0-6-7-,59.851,149605,149675
4b.sql,Max100Stop2,12,0-2-4-3-1-,5.167,79.751,84.998
33a.sql,Max100Stop2,100,12-7-4-0-11-10-3-8-1-6-13-5-9-2-,135.636,585.441,729.241
3a.sql,Max100Stop2,9,0-2-3-1-,5.337,28183.8,28190.8
1b.sql,Max100Stop2,10,1-3-4-2-0-,4.099,97.788,101.97
18a.sql,Max100Stop2,64,2-4-6-3-1-0-5-,35.159,32294.5,32331.6
15b.sql,Max100Stop2,100,2-5-1-7-4-0-6-3-8-,75.807,24743.3,24820.3
23c.sql,Max100Stop2,100,9-0-8-4-1-7-3-2-5-10-6-,95.063,27953.4,28056
26b.sql,Max100Stop2,100,5-8-11-0-1-2-7-4-3-10-9-6-,112.473,711.575,829.887
19c.sql,Max100Stop2,100,6-9-4-5-3-2-0-1-7-8-,89.324,29302.2,29399.8
17f.sql,Max100Stop2,58,1-3-6-4-2-0-5-,28.813,3799.04,3834.35
27c.sql,Max100Stop2,100,0-11-2-1-7-3-4-8-9-5-10-6-,116.146,28475.7,28596.8
6c.sql,Max100Stop2,12,1-2-4-0-3-,6.094,281.486,287.719
28a.sql,Max100Stop2,100,1-0-11-2-6-9-3-4-10-5-12-7-13-8-,150.248,28931.7,29089.6
32a.sql,Max100Stop2,32,0-2-4-3-5-1-,14.639,343.95,368.105
11d.sql,Max100Stop2,100,0-4-6-7-3-1-5-2-,66.88,631.516,703.544
19d.sql,Max100Stop2,100,6-9-4-5-3-2-0-1-7-8-,85.016,5378.89,5479.39
4c.sql,Max100Stop2,11,0-2-4-3-1-,5.435,519.007,525.808
26a.sql,Max100Stop2,100,11-4-10-3-7-9-6-0-1-2-8-5-,124.392,3414,3551.24
10c.sql,Max100Stop2,68,2-4-3-6-1-0-5-,37.499,1528.03,1575.01
5b.sql,Max100Stop2,11,0-2-4-3-1-,5.29,105.987,112.021
9b.sql,Max100Stop2,100,3-4-7-2-5-1-0-6-,72.017,844.151,922.915
10b.sql,Max100Stop2,68,2-4-3-6-1-0-5-,35.819,859.181,900.386
6a.sql,Max100Stop2,10,1-2-4-0-3-,4.222,317.524,322.705
30a.sql,Max100Stop2,100,2-0-11-3-10-1-7-4-8-5-9-6-,125.873,28929.8,29066.4
23b.sql,Max100Stop2,100,10-8-6-4-9-5-7-3-2-0-1-,99.382,25291.7,25400
31a.sql,Max100Stop2,100,3-7-0-6-2-9-5-1-8-4-10-,120.417,29211.1,29355
8b.sql,Max100Stop2,84,2-3-6-1-0-5-4-,52.219,527.23,581.385
2d.sql,Max100Stop2,12,0-2-4-3-1-,4.506,970.136,983.192
15a.sql,Max100Stop2,100,8-0-5-2-1-6-3-7-4-,75.417,25248.8,25329.1
15c.sql,Max100Stop2,100,7-5-0-2-1-6-3-4-8-,73.427,32520.7,32628.6
33c.sql,Max100Stop2,100,12-11-8-1-10-3-6-13-5-4-9-2-7-0-,142.862,439.882,586.155
2c.sql,Max100Stop2,11,0-2-4-3-1-,5.925,183.121,192.607
21a.sql,Max100Stop2,100,5-4-6-2-0-1-7-3-8-,89.158,28509.2,28601.2
17a.sql,Max100Stop2,74,1-3-6-4-2-0-5-,37.705,1968.07,2007.4
13c.sql,Max100Stop2,100,6-3-8-4-5-1-0-7-2-,71.027,239.909,312.392
31b.sql,Max100Stop2,100,3-7-0-6-2-9-5-1-8-4-10-,122.551,28966.7,29093.2
20c.sql,Max100Stop2,100,0-7-2-5-1-4-3-8-9-6-,92.464,1710.3,1809.47
7b.sql,Max100Stop2,88,3-4-7-1-0-5-6-2-,61.545,416.833,479.456
21c.sql,Max100Stop2,100,8-4-5-0-1-7-3-6-2-,86.661,28536.5,28627.6
7c.sql,Max100Stop2,55,2-6-0-5-1-7-4-3-,47.818,16038.2,16097.5
25b.sql,Max100Stop2,100,4-1-6-3-0-7-5-2-8-,102.453,28555.5,28661.7
9d.sql,Max100Stop2,100,7-2-6-1-0-5-4-3-,68.342,1487.91,1564.36
28c.sql,Max100Stop2,100,2-0-11-1-6-9-3-4-10-5-12-7-13-8-,156.686,28890.1,29050.2
14a.sql,Max100Stop2,100,2-6-5-4-1-0-7-3-,75.821,28599.2,28676.5
25a.sql,Max100Stop2,100,1-4-0-6-3-7-5-2-8-,89.896,28849,28946.7
12c.sql,Max100Stop2,100,6-5-3-2-4-0-1-7-,68.811,27997.7,28068.8
16d.sql,Max100Stop2,100,2-4-1-5-0-3-6-7-,58.725,136799,136863
20a.sql,Max100Stop2,100,9-7-4-3-8-5-6-0-1-2-,88.384,30869.3,30966.9
6e.sql,Max100Stop2,11,1-2-4-0-3-,5.136,373.926,380.726
3c.sql,Max100Stop2,11,0-2-3-1-,4.455,28455.8,28462.6
8c.sql,Max100Stop2,72,2-3-6-1-0-4-5-,35.116,20565.7,20610.6
11b.sql,Max100Stop2,100,0-4-7-6-1-3-5-2-,68.149,114.267,182.656
21b.sql,Max100Stop2,100,5-6-7-3-2-4-0-1-8-,80.305,28198.9,28285.3
19b.sql,Max100Stop2,100,1-2-7-5-3-0-6-4-8-9-,89.927,28433,28526.6
24a.sql,Max100Stop2,100,7-2-1-0-9-10-6-3-4-8-5-11-,119.504,28858.5,28994.5
1a.sql,Max100Stop2,12,1-3-4-2-0-,6.526,136.754,143.369
23a.sql,Max100Stop2,100,0-1-8-4-7-3-2-9-5-10-6-,98.201,28177.8,28285.3
29c.sql,Max100Stop2,100,4-5-1-10-6-11-7-12-9-0-13-14-8-2-15-3-16-,189.244,30023.8,30229.3
22a.sql,Max100Stop2,100,0-6-1-8-3-7-2-9-4-10-5-,119.143,28684.3,28810.3
26c.sql,Max100Stop2,100,7-11-0-9-6-1-2-4-3-10-8-5-,118.922,1012.56,1135.5
27a.sql,Max100Stop2,100,8-9-7-3-4-5-0-1-2-10-6-11-,117.404,28280.2,28403.8
17c.sql,Max100Stop2,70,1-3-6-4-2-0-5-,35.017,3647.83,3688.2
30b.sql,Max100Stop2,100,9-6-8-5-7-4-3-10-0-1-2-11-,131.348,28741.3,28876.7
3b.sql,Max100Stop2,9,0-2-3-1-,4.162,27700.8,27705.9
18b.sql,Max100Stop2,66,2-4-6-3-1-0-5-,41.422,28666.1,28708
33b.sql,Max100Stop2,100,11-10-9-2-3-7-8-1-6-12-4-0-13-5-,133.255,450.04,591.81
1c.sql,Max100Stop2,10,1-3-4-2-0-,5.763,96.23,102.082
31c.sql,Max100Stop2,100,3-7-6-0-9-2-5-1-8-4-10-,123.489,30050.5,30189.6
28b.sql,Max100Stop2,100,2-0-13-1-8-9-3-4-10-5-11-6-12-7-,149.968,28047.8,28199.7
7a.sql,Max100Stop2,87,2-6-5-0-1-7-4-3-,59.639,353.092,414.236
4a.sql,Max100Stop2,11,0-2-4-3-1-,4.691,354.481,359.779
16b.sql,Max100Stop2,100,3-5-7-4-2-1-6-0-,55.678,2081.97,2142.44
18c.sql,Max100Stop2,73,2-4-6-3-1-0-5-,49.658,29388.3,29440.2
20b.sql,Max100Stop2,100,4-9-0-1-2-6-3-7-5-8-,89.285,2742.51,2837.43
9a.sql,Max100Stop2,100,1-2-4-5-3-0-6-7-,71.334,1033.36,1110.77
22c.sql,Max100Stop2,100,7-2-8-3-6-0-1-9-4-10-5-,116.711,29213.6,29337.7
22d.sql,Max100Stop2,100,2-7-6-8-3-0-1-9-4-10-5-,112.834,30965,31086.8
2b.sql,Max100Stop2,12,0-2-4-3-1-,5.287,423.304,432.114
8d.sql,Max100Stop2,77,2-3-6-1-0-5-4-,38.055,14516.6,14562.1
32b.sql,Max100Stop2,31,1-3-5-4-2-0-,13.292,380.23,396.391
9c.sql,Max100Stop2,100,7-4-3-2-6-0-1-5-,67.705,1621.39,1698.84
12b.sql,Max100Stop2,100,1-4-0-6-5-2-3-7-,66.368,34687.4,34756.9
17b.sql,Max100Stop2,69,1-3-6-4-2-0-5-,33.245,3638.5,3675.28
1d.sql,Max100Stop2,10,1-3-4-2-0-,4.09,94.799,98.974
27b.sql,Max100Stop2,100,0-11-2-1-7-3-4-8-9-5-10-6-,115.582,27929.3,28049.5
13a.sql,Max100Stop2,100,5-8-0-4-1-6-3-7-2-,68.683,28687,28759.8
25c.sql,Max100Stop2,100,7-0-4-6-3-1-5-2-8-,95.908,29765.9,29872.9
6b.sql,Max100Stop2,11,1-2-4-0-3-,6.064,307.432,313.658
2a.sql,Max100Stop2,13,0-2-4-3-1-,4.581,422.273,430.45
13d.sql,Max100Stop2,100,5-7-0-2-1-6-3-8-4-,70.434,4232.87,4307.86
29a.sql,Max100Stop2,100,0-5-10-6-4-11-7-12-9-15-16-13-1-2-3-14-8-,186.156,28900.7,29093.8
14b.sql,Max100Stop2,100,4-0-7-3-5-1-6-2-,78.652,28542.1,28625.3
30c.sql,Max100Stop2,100,5-8-3-7-4-10-0-1-2-9-6-11-,139.151,30880.4,31034
6f.sql,Max100Stop2,14,1-2-4-0-3-,7.88,1998.68,2016.32
22b.sql,Max100Stop2,100,1-6-0-8-3-7-2-9-4-10-5-,107.9,28960.1,29077.5
24b.sql,Max100Stop2,100,8-7-6-3-4-2-0-1-9-10-5-11-,123.064,29311.6,29448.3
6d.sql,Max100Stop2,12,1-2-4-0-3-,7.306,1848.26,1858.48
17d.sql,Max100Stop2,78,1-3-6-4-2-0-5-,36.389,3740.12,3783.12
13b.sql,Max100Stop2,100,4-8-5-0-7-2-1-6-3-,70.44,226.308,298.71
17e.sql,Max100Stop2,100,5-0-3-1-6-4-2-,44.522,113557,113622
5a.sql,Max100Stop2,12,0-2-4-3-1-,6.187,126.334,134.065
15d.sql,Max100Stop2,100,3-6-0-8-5-2-1-7-4-,71.161,583.276,666.264
16a.sql,Max100Stop2,100,0-1-7-5-3-4-2-6-,59.14,1610.7,1681.69
11c.sql,Max100Stop2,100,4-1-6-3-0-5-2-7-,66.539,330.929,402.306
10a.sql,Max100Stop2,72,3-4-2-6-1-5-0-,37.784,899.04,943.475
11a.sql,Max100Stop2,100,5-7-6-3-4-0-1-2-,67.008,232.559,301.184
5c.sql,Max100Stop2,14,1-3-4-2-0-,7.032,28611.3,28620.9
29b.sql,Max100Stop2,100,14-5-4-1-10-6-11-7-12-9-2-15-3-16-8-13-0-,185.268,26149.8,26348.4
8a.sql,Max100Stop2,74,2-3-6-1-0-5-4-,45.377,669.245,722.22
12a.sql,Max100Stop2,100,2-5-7-6-4-0-1-3-,67.348,27741.2,27812.3
14c.sql,Max100Stop2,100,3-7-5-1-6-2-4-0-,71.474,28486.2,28559.9
19a.sql,Max100Stop2,100,0-2-9-1-5-3-6-4-8-7-,91.483,28706.1,28803.4
16c.sql,Max100Stop2,100,5-4-7-2-1-0-6-3-,60.268,17397.2,17467.4
4b.sql,Max100Stop2,11,0-2-4-3-1-,4.965,78.571,83.624
33a.sql,Max100Stop2,100,4-12-7-9-2-0-11-10-3-8-1-6-13-5-,138.198,432.344,575.708
3a.sql,Max100Stop2,11,0-2-3-1-,6.113,28107,28114.7
1b.sql,Max100Stop2,13,1-3-4-2-0-,5.066,94.056,99.204
18a.sql,Max100Stop2,100,2-4-6-3-1-0-5-,54.682,32208.2,32264.8
15b.sql,Max100Stop2,100,1-5-8-6-3-0-2-7-4-,75.895,24917.9,25000.3
23c.sql,Max100Stop2,100,1-0-9-8-4-5-7-3-2-10-6-,95.05,27746.2,27848.4
26b.sql,Max100Stop2,100,2-0-8-1-5-4-3-10-9-6-11-7-,110.377,1161.68,1282.88
30c.sql,Max1000Stop2,1000,5-8-7-3-9-6-10-4-0-1-2-11-,1703.42,30965.5,32682.4
6f.sql,Max1000Stop2,1000,0-4-3-2-1-,417.095,23244.1,23675.2
22b.sql,Max1000Stop2,1000,1-6-9-0-8-4-3-7-2-10-5-,1336.77,29393.8,30734.4
24b.sql,Max1000Stop2,1000,11-6-7-2-1-0-9-10-4-3-8-5-,1751.9,28877.4,30639.1
6d.sql,Max1000Stop2,1000,4-0-2-3-1-,426.459,21000.5,21433.3
17d.sql,Max1000Stop2,1000,4-3-6-0-2-5-1-,440.9,392385,392901
13b.sql,Max1000Stop2,1000,0-5-6-8-3-1-4-7-2-,828.607,1381.3,2212.95
17e.sql,Max1000Stop2,1000,4-2-6-3-1-0-5-,436.836,1699.58,2144.97
5a.sql,Max1000Stop2,1000,2-4-0-3-1-,375.815,125.507,502.65
15d.sql,Max1000Stop2,1000,6-8-5-3-2-1-0-7-4-,849.917,573.041,1430.53
16a.sql,Max1000Stop2,1000,2-4-7-1-0-6-5-3-,636.606,1246.49,1889.64
11c.sql,Max1000Stop2,1000,2-5-6-4-0-3-1-7-,714.171,271.999,990.934
10a.sql,Max1000Stop2,1000,2-4-1-0-6-3-5-,502.606,867.93,1374.62
11a.sql,Max1000Stop2,1000,3-6-5-4-0-7-1-2-,698.658,174.851,875.383
5c.sql,Max1000Stop2,1000,0-2-4-3-1-,373.351,28394.9,28770.4
29b.sql,Max1000Stop2,1000,0-5-1-11-7-4-10-6-12-9-2-15-3-16-13-14-8-,3247.57,25592.8,28851.2
8a.sql,Max1000Stop2,1000,2-3-6-1-5-0-4-,663.111,718.072,1388.59
12a.sql,Max1000Stop2,1000,1-4-6-0-7-3-5-2-,753.596,27704.1,28459
14c.sql,Max1000Stop2,1000,2-6-5-1-4-0-7-3-,751.71,28723.9,29477.7
19a.sql,Max1000Stop2,1000,6-2-8-5-3-0-1-7-4-9-,1170.5,28641.9,29817.8
16c.sql,Max1000Stop2,1000,4-2-1-5-6-3-0-7-,655.605,90928.9,91595
4b.sql,Max1000Stop2,1000,0-2-4-3-1-,275.743,77.59,353.418
33a.sql,Max1000Stop2,1000,8-13-11-12-4-9-2-7-0-6-5-1-10-3-,1971.48,506.937,2486.43
3a.sql,Max1000Stop2,1000,0-2-3-1-,338.497,28109,28449.2
1b.sql,Max1000Stop2,1000,1-3-4-2-0-,275.53,96.985,372.605
18a.sql,Max1000Stop2,1000,2-4-3-0-5-1-6-,487.336,33405.5,33931.6
15b.sql,Max1000Stop2,1000,6-7-0-3-4-5-2-1-8-,1034.48,25267.2,26307.5
23c.sql,Max1000Stop2,1000,3-7-0-9-10-6-5-1-2-8-4-,1292.88,29624.2,30928
26b.sql,Max1000Stop2,1000,3-4-9-8-0-1-2-5-6-10-11-7-,1523.78,1730.99,3263.36
19c.sql,Max1000Stop2,1000,6-9-2-4-1-0-7-8-5-3-,1185.6,29000,30193.1
17f.sql,Max1000Stop2,1000,1-3-6-4-2-0-5-,465.785,3860.35,4332.57
27c.sql,Max1000Stop2,1000,0-7-4-1-3-2-8-9-5-10-6-11-,1693.69,28425.7,30126.7
6c.sql,Max1000Stop2,1000,4-2-1-0-3-,348.539,297.232,645.967
28a.sql,Max1000Stop2,1000,3-9-12-13-0-1-2-8-7-4-10-5-11-6-,2091.38,29485.9,31581.9
32a.sql,Max1000Stop2,1000,1-3-4-2-0-5-,397.421,374.51,777.277
11d.sql,Max1000Stop2,1000,0-4-6-1-5-3-7-2-,709.775,813.42,1528.25
19d.sql,Max1000Stop2,1000,9-2-7-5-3-0-1-8-6-4-,1119.26,4163.36,5307.48
4c.sql,Max1000Stop2,1000,0-2-4-3-1-,310.27,517.121,828.499
26a.sql,Max1000Stop2,1000,6-9-0-2-11-1-7-4-3-10-8-5-,1541.7,1108.61,2658.47
10c.sql,Max1000Stop2,1000,6-1-4-3-2-5-0-,531.883,1789.68,2331.57
5b.sql,Max1000Stop2,1000,0-2-4-3-1-,310.378,96.722,407.853
9b.sql,Max1000Stop2,1000,3-4-2-0-1-5-7-6-,738.377,833.281,1578.66
10b.sql,Max1000Stop2,1000,6-4-3-1-5-2-0-,490.923,1227.41,1724.41
6a.sql,Max1000Stop2,1000,1-2-4-0-3-,301.516,306.418,608.602
30a.sql,Max1000Stop2,1000,6-9-11-0-8-1-5-2-7-4-3-10-,1644.77,28804.4,30455.2
23b.sql,Max1000Stop2,1000,8-9-10-7-3-2-6-5-0-1-4-,1294.77,24930.4,26233.4
31a.sql,Max1000Stop2,1000,10-5-1-8-6-2-4-7-3-0-9-,1551.2,29032.8,30591.6
8b.sql,Max1000Stop2,1000,3-1-2-4-5-0-6-,612.017,515.918,1130.11
2d.sql,Max1000Stop2,1000,4-2-3-0-1-,269.415,1205.64,1483.82
15a.sql,Max1000Stop2,1000,4-7-8-6-5-3-2-1-0-,892.869,24936.8,25835.3
15c.sql,Max1000Stop2,1000,6-7-4-3-0-5-2-1-8-,900.39,28181.7,29090.8
33c.sql,Max1000Stop2,1000,11-6-7-10-3-9-2-8-1-12-4-0-13-5-,2017.32,493.225,2520.81
2c.sql,Max1000Stop2,1000,0-2-4-3-1-,315.882,202.062,522.773
21a.sql,Max1000Stop2,1000,3-7-4-8-0-5-1-6-2-,1083.39,28157,29246.2
17a.sql,Max1000Stop2,1000,6-0-4-2-3-1-5-,480.856,21534.6,22022.7
13c.sql,Max1000Stop2,1000,3-6-5-0-1-7-8-4-2-,822.529,1200.14,2025.03
31b.sql,Max1000Stop2,1000,4-8-10-5-6-1-2-7-3-0-9-,1563.15,28673.3,30239.5
20c.sql,Max1000Stop2,1000,2-0-1-4-9-8-6-3-7-5-,1115.96,3100.49,4228.64
7b.sql,Max1000Stop2,1000,7-1-6-2-5-0-4-3-,701.489,599.055,1302.1
21c.sql,Max1000Stop2,1000,1-4-0-8-7-6-2-3-5-,1017.43,28200.6,29220.2
7c.sql,Max1000Stop2,1000,0-6-5-1-2-4-3-7-,686.728,15832.4,16530.9
25b.sql,Max1000Stop2,1000,2-5-8-6-4-1-3-0-7-,1096.25,28498.1,29596.8
9d.sql,Max1000Stop2,1000,7-4-2-1-0-6-5-3-,737.427,2317.61,3070.94
28c.sql,Max1000Stop2,1000,2-0-1-10-11-6-5-9-3-4-12-7-13-8-,2099.83,29182.5,31291
14a.sql,Max1000Stop2,1000,1-5-7-3-6-2-4-0-,801.491,28473.1,29275.1
25a.sql,Max1000Stop2,1000,8-5-4-1-6-3-2-0-7-,1032.28,29027.6,30072.2
12c.sql,Max1000Stop2,1000,0-4-1-7-5-2-6-3-,720.143,28056,28778.7
16d.sql,Max1000Stop2,1000,3-5-4-7-2-1-0-6-,632.945,809.307,1448.73
20a.sql,Max1000Stop2,1000,5-7-4-0-3-2-1-8-9-6-,1055.89,1143.24,2205.93
6e.sql,Max1000Stop2,1000,2-1-4-0-3-,323.829,373.403,700.141
3c.sql,Max1000Stop2,1000,0-2-3-1-,287.282,28441.8,28732
8c.sql,Max1000Stop2,1000,0-4-1-6-5-3-2-,456.282,7007.83,7472.53
11b.sql,Max1000Stop2,1000,0-4-1-7-6-5-3-2-,712.976,118.206,831.423
21b.sql,Max1000Stop2,1000,5-8-7-4-1-0-3-6-2-,885.747,27961.9,28854.6
19b.sql,Max1000Stop2,1000,6-5-3-2-7-0-1-8-4-9-,1080.61,28370.1,29453.9
24a.sql,Max1000Stop2,1000,9-0-2-11-8-1-5-6-3-7-4-10-,1691.02,28707,30410.6
1a.sql,Max1000Stop2,1000,1-3-4-2-0-,352.958,136.356,489.429
23a.sql,Max1000Stop2,1000,0-10-6-9-1-5-7-3-2-8-4-,1273.98,27983.2,29262.8
29c.sql,Max1000Stop2,1000,10-16-1-3-2-5-4-0-13-14-8-15-6-11-7-12-9-,3367.96,29088,32470.3
22a.sql,Max1000Stop2,1000,6-1-7-8-3-2-0-9-4-10-5-,1583.91,28772.4,30363.7
26c.sql,Max1000Stop2,1000,7-11-0-4-9-6-3-10-1-2-8-5-,1552.27,2882.48,4443.65
27a.sql,Max1000Stop2,1000,7-0-3-2-1-4-8-9-5-10-6-11-,1686.44,28045,29737.4
17c.sql,Max1000Stop2,1000,1-3-4-2-6-0-5-,491.126,3235.06,3731.35
30b.sql,Max1000Stop2,1000,1-0-7-11-3-10-4-2-8-5-9-6-,1761.4,29132.9,30903.3
3b.sql,Max1000Stop2,1000,0-2-3-1-,255.002,27721.2,27977.1
18b.sql,Max1000Stop2,1000,2-4-6-3-1-0-5-,572.517,28558.8,29131.9
33b.sql,Max1000Stop2,1000,4-12-11-13-9-2-5-10-3-8-1-6-7-0-,1961.53,287.178,2254.29
1c.sql,Max1000Stop2,1000,1-3-4-2-0-,331.792,93.81,425.712
31c.sql,Max1000Stop2,1000,6-10-0-2-9-5-1-7-3-8-4-,1587.65,30226.3,31831.6
28b.sql,Max1000Stop2,1000,11-13-10-8-5-9-3-4-0-1-2-6-12-7-,2065.85,28066.3,30134.7
7a.sql,Max1000Stop2,1000,0-6-5-2-1-4-7-3-,762.093,387.193,1151.29
4a.sql,Max1000Stop2,1000,2-0-4-3-1-,276.987,336.27,613.897
16b.sql,Max1000Stop2,1000,3-5-4-2-7-1-0-6-,613.746,2756.24,3375.05
18c.sql,Max1000Stop2,1000,2-4-6-3-1-0-5-,632.542,29410.3,30045.1
20b.sql,Max1000Stop2,1000,8-4-9-0-7-5-1-2-6-3-,1070.99,603.345,1680.3
9a.sql,Max1000Stop2,1000,3-4-2-0-7-6-5-1-,788.034,1229.11,2025.86
22c.sql,Max1000Stop2,1000,10-5-9-6-1-0-4-7-2-8-3-,1408.5,28902.6,30313.9
22d.sql,Max1000Stop2,1000,3-8-6-10-5-1-0-7-2-9-4-,1390.83,29585.4,30983.1
2b.sql,Max1000Stop2,1000,2-4-0-3-1-,289.196,526.577,820.557
8d.sql,Max1000Stop2,1000,2-3-6-1-0-5-4-,481.503,14463.6,14954.8
32b.sql,Max1000Stop2,1000,1-3-5-4-2-0-,350.421,394.955,749.442
9c.sql,Max1000Stop2,1000,2-5-0-7-1-4-3-6-,734.537,983.081,1729.35
12b.sql,Max1000Stop2,1000,2-5-7-6-4-3-1-0-,683.276,27652.4,28339.6
17b.sql,Max1000Stop2,1000,4-2-0-3-6-1-5-,437.977,1698.56,2141.13
1d.sql,Max1000Stop2,1000,1-3-4-2-0-,274.836,93.038,367.984
27b.sql,Max1000Stop2,1000,9-0-1-8-2-7-3-4-5-10-6-11-,1596.24,28438,30039
13a.sql,Max1000Stop2,1000,7-8-5-0-4-1-6-3-2-,836.125,29918.8,30760.4
25c.sql,Max1000Stop2,1000,5-8-6-0-3-7-4-1-2-,1114.3,33562.9,34709
6b.sql,Max1000Stop2,1000,1-2-4-0-3-,486.119,317.901,804.2
2a.sql,Max1000Stop2,1000,2-0-3-1-4-,305.582,260.44,572.253
13d.sql,Max1000Stop2,1000,2-7-6-5-1-8-4-0-3-,893.691,4183.94,5084.78
29a.sql,Max1000Stop2,1000,1-10-3-2-6-5-4-0-13-14-8-15-11-7-12-9-16-,3430.71,29196.8,32636.9
14b.sql,Max1000Stop2,1000,1-5-7-3-6-2-4-0-,970.462,28563.7,29534.6
