query,optimizer,loop,join_order,prep_time,exec_time,total_time
25a.sql,DuckDB,NULL,7-0-8-6-5-4-3-2-1,2.736,34503.1,34505.8
12c.sql,DuckDB,NULL,5-2-4-0-1-7-6-3,4.724,32920.5,32925.3
16d.sql,DuckDB,NULL,6-0-1-7-5-4-3-2,3.135,4720.22,4723.37
20a.sql,DuckDB,NULL,8-4-3-7-5-9-6-1-0-2,3.687,989.229,992.932
6e.sql,DuckDB,NULL,4-2-1-3-0,0.599,402.459,403.077
3c.sql,DuckDB,NULL,3-2-1-0,0.449,33179.5,33180
8c.sql,DuckDB,NULL,6-5-3-2-4-1-0,2.564,4576.7,4579.29
11b.sql,DuckDB,NULL,5-2-4-0-1-7-6-3,2.802,118.749,121.568
21b.sql,DuckDB,NULL,6-2-4-0-1-8-7-3-5,3.062,31726.6,31729.7
19b.sql,DuckDB,NULL,2-1-8-7-0-9-6-5-4-3,3.142,32228.1,32231.3
24a.sql,DuckDB,NULL,2-1-10-9-0-11-8-7-6-5-4-3,2.983,32731.6,32734.6
1a.sql,DuckDB,NULL,4-3-2-1-0,0.722,309.733,310.471
30c.sql,DuckDB,NULL,10-3-7-4-9-6-8-5-1-0-2-11,3.024,34356.3,34359.4
6f.sql,DuckDB,NULL,4-2-1-3-0,0.564,2844.15,2844.73
22b.sql,DuckDB,NULL,7-2-9-4-6-0-1-10-5-8-3,3.299,32581.7,32585
24b.sql,DuckDB,NULL,2-1-10-9-0-11-8-7-6-5-4-3,3.231,32802.4,32805.6
6d.sql,DuckDB,NULL,4-2-1-3-0,0.711,419.089,419.818
17d.sql,DuckDB,NULL,6-4-3-2-1-5-0,2.756,1337.38,1340.16
13b.sql,DuckDB,NULL,6-3-5-0-1-8-7-4-2,2.981,276.48,279.478
17e.sql,DuckDB,NULL,6-4-3-2-1-5-0,2.726,3327.55,3330.29
5a.sql,DuckDB,NULL,4-3-2-1-0,0.714,32069.1,32069.9
15d.sql,DuckDB,NULL,6-3-7-4-5-1-2-8-0,2.899,2561.12,2564.04
16a.sql,DuckDB,NULL,6-0-1-7-5-4-3-2,4.178,4695.5,4699.69
11c.sql,DuckDB,NULL,5-2-4-0-1-7-6-3,3.358,193.863,197.239
10a.sql,DuckDB,NULL,6-4-3-2-5-1-0,3.113,1045.49,1048.62
11a.sql,DuckDB,NULL,5-2-4-0-1-7-6-3,2.992,171.564,174.572
5c.sql,DuckDB,NULL,4-3-2-1-0,0.688,33234.4,33235.1
29b.sql,DuckDB,NULL,5-4-15-14-0-8-13-11-7-12-9-10-6-2-1-3-16,3.813,29211.7,29215.6
8a.sql,DuckDB,NULL,6-5-3-2-4-1-0,2.886,641.695,644.599
12a.sql,DuckDB,NULL,5-2-4-0-1-7-6-3,2.565,32001.3,32003.9
14c.sql,DuckDB,NULL,4-0-7-6-5-3-2-1,2.614,32716.9,32719.5
19a.sql,DuckDB,NULL,2-1-8-7-0-9-6-5-4-3,3.17,32529.5,32532.7
16c.sql,DuckDB,NULL,6-0-1-7-5-4-3-2,3.017,4854.49,4857.53
4b.sql,DuckDB,NULL,4-3-2-1-0,0.741,121.621,122.381
33a.sql,DuckDB,NULL,7-0-12-4-9-2-11-6-10-3-13-5-8-1,4.026,256.055,260.099
3a.sql,DuckDB,NULL,3-2-1-0,0.521,32198.5,32199
1b.sql,DuckDB,NULL,4-3-2-1-0,0.616,430.05,430.681
18a.sql,DuckDB,NULL,6-4-3-2-1-5-0,3.006,36625.5,36628.6
15b.sql,DuckDB,NULL,6-3-7-4-5-1-2-8-0,3.327,28168.3,28171.6
23c.sql,DuckDB,NULL,8-4-9-5-7-2-3-10-6-1-0,3.073,31781.2,31784.3
26b.sql,DuckDB,NULL,4-3-10-9-6-11-7-8-5-1-0-2,3.193,790.269,793.479
19c.sql,DuckDB,NULL,2-1-8-7-0-9-6-5-4-3,3.218,32678.5,32681.8
17f.sql,DuckDB,NULL,6-4-3-2-1-5-0,2.788,2070.96,2073.77
27c.sql,DuckDB,NULL,9-5-7-3-4-1-0-2-10-6-11-8,3.891,31913,31916.9
6c.sql,DuckDB,NULL,4-2-1-3-0,0.587,281.495,282.099
28a.sql,DuckDB,NULL,10-5-12-7-9-3-4-13-8-11-6-1-0-2,3.729,32405,32408.8
32a.sql,DuckDB,NULL,5-4-3-2-1-0,0.826,364.963,365.806
11d.sql,DuckDB,NULL,5-2-4-0-1-7-6-3,2.516,298.573,301.105
19d.sql,DuckDB,NULL,2-1-8-7-0-9-6-5-4-3,2.973,5597.25,5600.24
4c.sql,DuckDB,NULL,4-3-2-1-0,0.632,589.158,589.808
26a.sql,DuckDB,NULL,4-3-10-9-6-11-7-8-5-1-0-2,3.164,872.829,876.007
10c.sql,DuckDB,NULL,6-4-3-2-5-1-0,2.819,1611.71,1614.55
5b.sql,DuckDB,NULL,4-3-2-1-0,0.784,31646.4,31647.2
9b.sql,DuckDB,NULL,7-4-3-6-2-1-5-0,3.185,801.019,804.219
10b.sql,DuckDB,NULL,6-4-3-2-5-1-0,2.937,903.777,906.732
6a.sql,DuckDB,NULL,4-2-1-3-0,0.676,332.493,333.186
30a.sql,DuckDB,NULL,10-3-7-4-9-6-8-5-1-0-2-11,3.216,32615.7,32618.9
23b.sql,DuckDB,NULL,8-4-9-5-7-2-3-10-6-1-0,3.115,28047.5,28050.6
31a.sql,DuckDB,NULL,9-0-6-2-8-4-5-1-7-3-10,3.206,32559.1,32562.4
8b.sql,DuckDB,NULL,6-5-3-2-4-1-0,3.169,523.788,526.973
2d.sql,DuckDB,NULL,4-3-2-1-0,0.498,1231.29,1231.8
15a.sql,DuckDB,NULL,6-3-7-4-5-1-2-8-0,2.883,28210,28212.9
15c.sql,DuckDB,NULL,6-3-7-4-5-1-2-8-0,2.912,33273.7,33276.7
33c.sql,DuckDB,NULL,7-0-12-4-9-2-11-6-10-3-13-5-8-1,5.307,314.237,319.562
2c.sql,DuckDB,NULL,4-3-2-1-0,0.657,1277.72,1278.4
21a.sql,DuckDB,NULL,6-2-4-0-1-8-7-3-5,4.521,32391.3,32395.8
17a.sql,DuckDB,NULL,6-4-3-2-1-5-0,2.731,1554.25,1557
13c.sql,DuckDB,NULL,6-3-5-0-1-8-7-4-2,2.92,220.264,223.203
31b.sql,DuckDB,NULL,9-0-6-2-8-4-5-1-7-3-10,3.441,32653.6,32657.1
20c.sql,DuckDB,NULL,8-4-3-7-5-9-6-1-0-2,3.42,1450.81,1454.25
7b.sql,DuckDB,NULL,7-4-3-1-6-0-2-5,3.438,430.902,434.357
21c.sql,DuckDB,NULL,6-2-4-0-1-8-7-3-5,3.172,32224.1,32227.3
7c.sql,DuckDB,NULL,7-4-3-1-6-0-2-5,3.488,18716.1,18719.6
25b.sql,DuckDB,NULL,7-0-8-6-5-4-3-2-1,2.822,32281.2,32284
9d.sql,DuckDB,NULL,7-4-3-6-2-1-5-0,2.962,1375.39,1378.37
28c.sql,DuckDB,NULL,10-5-12-7-9-3-4-13-8-11-6-1-0-2,3.894,32485.7,32489.6
14a.sql,DuckDB,NULL,4-0-7-6-5-3-2-1,2.696,32232.4,32235.2
25a.sql,DuckDB,NULL,7-0-8-6-5-4-3-2-1,2.724,34494.7,34497.4
12c.sql,DuckDB,NULL,5-2-4-0-1-7-6-3,4.767,32932.2,32937
16d.sql,DuckDB,NULL,6-0-1-7-5-4-3-2,3.113,4773.18,4776.31
20a.sql,DuckDB,NULL,8-4-3-7-5-9-6-1-0-2,3.719,1012.99,1016.73
6e.sql,DuckDB,NULL,4-2-1-3-0,0.605,405.53,406.152
3c.sql,DuckDB,NULL,3-2-1-0,0.465,33307.6,33308.1
8c.sql,DuckDB,NULL,6-5-3-2-4-1-0,2.565,4595.95,4598.53
11b.sql,DuckDB,NULL,5-2-4-0-1-7-6-3,2.816,120.181,123.012
21b.sql,DuckDB,NULL,6-2-4-0-1-8-7-3-5,3.069,31720.5,31723.6
19b.sql,DuckDB,NULL,2-1-8-7-0-9-6-5-4-3,3.24,32202.5,32205.7
24a.sql,DuckDB,NULL,2-1-10-9-0-11-8-7-6-5-4-3,3.009,32752.7,32755.7
1a.sql,DuckDB,NULL,4-3-2-1-0,0.713,327.193,327.924
23a.sql,DuckDB,NULL,8-4-9-5-7-2-3-10-6-1-0,3.236,31573.7,31577
29c.sql,DuckDB,NULL,5-4-15-14-0-8-13-11-7-12-9-10-6-2-1-3-16,3.968,32629.3,32633.3
22a.sql,DuckDB,NULL,7-2-9-4-6-0-1-10-5-8-3,3.245,31984.4,31987.7
26c.sql,DuckDB,NULL,4-3-10-9-6-11-7-8-5-1-0-2,3.235,828.09,831.34
27a.sql,DuckDB,NULL,9-5-7-3-4-1-0-2-10-6-11-8,3.658,31640.2,31643.8
17c.sql,DuckDB,NULL,6-4-3-2-1-5-0,2.74,1266.01,1268.77
30b.sql,DuckDB,NULL,10-3-7-4-9-6-8-5-1-0-2-11,3.482,32431.7,32435.2
3b.sql,DuckDB,NULL,3-2-1-0,0.394,31564.9,31565.3
18b.sql,DuckDB,NULL,6-4-3-2-1-5-0,3.043,32426.9,32429.9
33b.sql,DuckDB,NULL,7-0-12-4-9-2-11-6-10-3-13-5-8-1,3.859,208.245,212.12
1c.sql,DuckDB,NULL,4-3-2-1-0,0.566,151.872,152.457
31c.sql,DuckDB,NULL,9-0-6-2-8-4-5-1-7-3-10,3.112,33425.9,33429
28b.sql,DuckDB,NULL,10-5-12-7-9-3-4-13-8-11-6-1-0-2,3.843,31857.8,31861.7
7a.sql,DuckDB,NULL,7-4-3-1-6-0-2-5,3.504,648.349,651.868
4a.sql,DuckDB,NULL,4-3-2-1-0,0.566,341.431,342.015
16b.sql,DuckDB,NULL,6-0-1-7-5-4-3-2,2.844,8121.41,8124.27
18c.sql,DuckDB,NULL,6-4-3-2-1-5-0,2.978,33502.9,33505.8
20b.sql,DuckDB,NULL,8-4-3-7-5-9-6-1-0-2,3.453,486.576,490.047
9a.sql,DuckDB,NULL,7-4-3-6-2-1-5-0,2.92,1038.87,1041.81
22c.sql,DuckDB,NULL,7-2-9-4-6-0-1-10-5-8-3,3.311,32616.9,32620.3
22d.sql,DuckDB,NULL,7-2-9-4-6-0-1-10-5-8-3,3.265,32840.8,32844.1
2b.sql,DuckDB,NULL,4-3-2-1-0,0.567,1233.48,1234.06
8d.sql,DuckDB,NULL,6-5-3-2-4-1-0,2.656,3415.85,3418.52
32b.sql,DuckDB,NULL,5-4-3-2-1-0,0.928,382.468,383.412
9c.sql,DuckDB,NULL,7-4-3-6-2-1-5-0,3.022,1288.59,1291.62
12b.sql,DuckDB,NULL,5-2-4-0-1-7-6-3,2.7,31450.6,31453.3
17b.sql,DuckDB,NULL,6-4-3-2-1-5-0,2.729,1309.14,1311.88
1d.sql,DuckDB,NULL,4-3-2-1-0,0.467,485.835,486.32
27b.sql,DuckDB,NULL,9-5-7-3-4-1-0-2-10-6-11-8,3.567,31622.4,31626
13a.sql,DuckDB,NULL,6-3-5-0-1-8-7-4-2,2.609,31652.5,31655.1
25c.sql,DuckDB,NULL,7-0-8-6-5-4-3-2-1,2.656,36962.5,36965.2
6b.sql,DuckDB,NULL,4-2-1-3-0,2.622,308.188,310.83
2a.sql,DuckDB,NULL,4-3-2-1-0,0.504,1279.68,1280.2
13d.sql,DuckDB,NULL,6-3-5-0-1-8-7-4-2,3.232,610.17,613.419
29a.sql,DuckDB,NULL,5-4-15-14-0-8-13-11-7-12-9-10-6-2-1-3-16,4.297,33117.1,33121.4
14b.sql,DuckDB,NULL,4-0-7-6-5-3-2-1,2.711,32785.7,32788.4
30c.sql,DuckDB,NULL,10-3-7-4-9-6-8-5-1-0-2-11,2.954,34359,34361.9
6f.sql,DuckDB,NULL,4-2-1-3-0,0.568,2842.35,2842.94
22b.sql,DuckDB,NULL,7-2-9-4-6-0-1-10-5-8-3,3.27,32620,32623.3
24b.sql,DuckDB,NULL,2-1-10-9-0-11-8-7-6-5-4-3,3.155,32781,32784.1
6d.sql,DuckDB,NULL,4-2-1-3-0,0.674,420.062,420.754
17d.sql,DuckDB,NULL,6-4-3-2-1-5-0,2.765,1323.93,1326.71
13b.sql,DuckDB,NULL,6-3-5-0-1-8-7-4-2,2.911,275.724,278.652
17e.sql,DuckDB,NULL,6-4-3-2-1-5-0,2.715,3342.95,3345.68
5a.sql,DuckDB,NULL,4-3-2-1-0,0.701,32009.9,32010.6
15d.sql,DuckDB,NULL,6-3-7-4-5-1-2-8-0,2.829,2547.29,2550.13
16a.sql,DuckDB,NULL,6-0-1-7-5-4-3-2,4.24,4706.81,4711.07
11c.sql,DuckDB,NULL,5-2-4-0-1-7-6-3,3.378,192.936,196.329
10a.sql,DuckDB,NULL,6-4-3-2-5-1-0,3.086,1046.07,1049.17
11a.sql,DuckDB,NULL,5-2-4-0-1-7-6-3,2.894,171.65,174.561
5c.sql,DuckDB,NULL,4-3-2-1-0,0.684,33253,33253.7
29b.sql,DuckDB,NULL,5-4-15-14-0-8-13-11-7-12-9-10-6-2-1-3-16,3.749,29239.1,29242.8
8a.sql,DuckDB,NULL,6-5-3-2-4-1-0,2.855,640.696,643.567
12a.sql,DuckDB,NULL,5-2-4-0-1-7-6-3,2.553,31927.4,31930
14c.sql,DuckDB,NULL,4-0-7-6-5-3-2-1,2.615,32701.6,32704.2
19a.sql,DuckDB,NULL,2-1-8-7-0-9-6-5-4-3,3.243,32557,32560.3
16c.sql,DuckDB,NULL,6-0-1-7-5-4-3-2,3.2,4838.03,4841.25
4b.sql,DuckDB,NULL,4-3-2-1-0,0.697,121.006,121.721
33a.sql,DuckDB,NULL,7-0-12-4-9-2-11-6-10-3-13-5-8-1,4.142,256.496,260.655
3a.sql,DuckDB,NULL,3-2-1-0,0.509,32169.8,32170.4
1b.sql,DuckDB,NULL,4-3-2-1-0,0.619,429.685,430.321
18a.sql,DuckDB,NULL,6-4-3-2-1-5-0,3.015,36651.4,36654.5
15b.sql,DuckDB,NULL,6-3-7-4-5-1-2-8-0,3.241,28180.5,28183.7
23c.sql,DuckDB,NULL,8-4-9-5-7-2-3-10-6-1-0,3.123,31789.3,31792.4
26b.sql,DuckDB,NULL,4-3-10-9-6-11-7-8-5-1-0-2,3.195,792.059,795.27
19c.sql,DuckDB,NULL,2-1-8-7-0-9-6-5-4-3,3.232,32707.9,32711.2
17f.sql,DuckDB,NULL,6-4-3-2-1-5-0,2.805,2087.06,2089.89
27c.sql,DuckDB,NULL,9-5-7-3-4-1-0-2-10-6-11-8,3.892,31946,31949.9
6c.sql,DuckDB,NULL,4-2-1-3-0,0.6,278.767,279.382
28a.sql,DuckDB,NULL,10-5-12-7-9-3-4-13-8-11-6-1-0-2,3.695,32344.1,32347.8
32a.sql,DuckDB,NULL,5-4-3-2-1-0,0.843,378.923,379.784
11d.sql,DuckDB,NULL,5-2-4-0-1-7-6-3,2.577,297.589,300.183
19d.sql,DuckDB,NULL,2-1-8-7-0-9-6-5-4-3,2.982,5590.15,5593.15
4c.sql,DuckDB,NULL,4-3-2-1-0,0.689,585.178,585.885
26a.sql,DuckDB,NULL,4-3-10-9-6-11-7-8-5-1-0-2,3.203,873.009,876.228
10c.sql,DuckDB,NULL,6-4-3-2-5-1-0,2.818,1605.45,1608.28
5b.sql,DuckDB,NULL,4-3-2-1-0,0.791,31636.5,31637.3
9b.sql,DuckDB,NULL,7-4-3-6-2-1-5-0,3.19,802.648,805.855
10b.sql,DuckDB,NULL,6-4-3-2-5-1-0,2.92,900.48,903.432
6a.sql,DuckDB,NULL,4-2-1-3-0,0.7,326.474,327.189
30a.sql,DuckDB,NULL,10-3-7-4-9-6-8-5-1-0-2-11,3.184,32616.9,32620.1
23b.sql,DuckDB,NULL,8-4-9-5-7-2-3-10-6-1-0,3.157,28046.7,28049.8
31a.sql,DuckDB,NULL,9-0-6-2-8-4-5-1-7-3-10,3.293,32592.1,32595.4
8b.sql,DuckDB,NULL,6-5-3-2-4-1-0,3.079,525.306,528.401
2d.sql,DuckDB,NULL,4-3-2-1-0,0.492,1240.84,1241.34
15a.sql,DuckDB,NULL,6-3-7-4-5-1-2-8-0,2.904,28204,28206.9
15c.sql,DuckDB,NULL,6-3-7-4-5-1-2-8-0,2.951,33257.8,33260.8
33c.sql,DuckDB,NULL,7-0-12-4-9-2-11-6-10-3-13-5-8-1,5.517,312.457,317.994
2c.sql,DuckDB,NULL,4-3-2-1-0,0.701,1247.72,1248.44
21a.sql,DuckDB,NULL,6-2-4-0-1-8-7-3-5,4.465,32463.4,32467.9
17a.sql,DuckDB,NULL,6-4-3-2-1-5-0,2.843,1540.54,1543.4
13c.sql,DuckDB,NULL,6-3-5-0-1-8-7-4-2,2.846,219.56,222.422
31b.sql,DuckDB,NULL,9-0-6-2-8-4-5-1-7-3-10,3.514,32647.5,32651
20c.sql,DuckDB,NULL,8-4-3-7-5-9-6-1-0-2,3.389,1426.62,1430.02
7b.sql,DuckDB,NULL,7-4-3-1-6-0-2-5,3.517,427.048,430.582
21c.sql,DuckDB,NULL,6-2-4-0-1-8-7-3-5,3.2,32194.1,32197.3
7c.sql,DuckDB,NULL,7-4-3-1-6-0-2-5,3.524,18665.3,18668.8
25b.sql,DuckDB,NULL,7-0-8-6-5-4-3-2-1,2.843,32257.5,32260.3
9d.sql,DuckDB,NULL,7-4-3-6-2-1-5-0,2.923,1369.99,1372.93
28c.sql,DuckDB,NULL,10-5-12-7-9-3-4-13-8-11-6-1-0-2,3.871,32486.9,32490.8
14a.sql,DuckDB,NULL,4-0-7-6-5-3-2-1,2.675,32263,32265.7
25a.sql,DuckDB,NULL,7-0-8-6-5-4-3-2-1,2.734,34523.2,34525.9
12c.sql,DuckDB,NULL,5-2-4-0-1-7-6-3,4.762,33003.2,33007.9
16d.sql,DuckDB,NULL,6-0-1-7-5-4-3-2,3.209,4741.25,4744.48
20a.sql,DuckDB,NULL,8-4-3-7-5-9-6-1-0-2,3.683,998.165,1001.87
6e.sql,DuckDB,NULL,4-2-1-3-0,0.589,408.269,408.875
3c.sql,DuckDB,NULL,3-2-1-0,0.462,33296.9,33297.4
8c.sql,DuckDB,NULL,6-5-3-2-4-1-0,2.55,4568.97,4571.54
11b.sql,DuckDB,NULL,5-2-4-0-1-7-6-3,2.795,118.638,121.448
21b.sql,DuckDB,NULL,6-2-4-0-1-8-7-3-5,2.976,31761.1,31764.1
19b.sql,DuckDB,NULL,2-1-8-7-0-9-6-5-4-3,3.218,32191.9,32195.2
24a.sql,DuckDB,NULL,2-1-10-9-0-11-8-7-6-5-4-3,2.995,32748.5,32751.5
1a.sql,DuckDB,NULL,4-3-2-1-0,0.724,328.679,329.42
23a.sql,DuckDB,NULL,8-4-9-5-7-2-3-10-6-1-0,3.219,31591.8,31595.1
29c.sql,DuckDB,NULL,5-4-15-14-0-8-13-11-7-12-9-10-6-2-1-3-16,3.969,32638.4,32642.4
22a.sql,DuckDB,NULL,7-2-9-4-6-0-1-10-5-8-3,3.372,31891.3,31894.7
26c.sql,DuckDB,NULL,4-3-10-9-6-11-7-8-5-1-0-2,3.568,840.608,844.194
27a.sql,DuckDB,NULL,9-5-7-3-4-1-0-2-10-6-11-8,3.664,31577.9,31581.6
17c.sql,DuckDB,NULL,6-4-3-2-1-5-0,2.775,1274.05,1276.84
30b.sql,DuckDB,NULL,10-3-7-4-9-6-8-5-1-0-2-11,3.326,32453.5,32456.9
3b.sql,DuckDB,NULL,3-2-1-0,0.396,31483.8,31484.3
18b.sql,DuckDB,NULL,6-4-3-2-1-5-0,2.884,32439.8,32442.7
33b.sql,DuckDB,NULL,7-0-12-4-9-2-11-6-10-3-13-5-8-1,3.924,207.925,211.865
1c.sql,DuckDB,NULL,4-3-2-1-0,0.578,151.7,152.295
31c.sql,DuckDB,NULL,9-0-6-2-8-4-5-1-7-3-10,3.349,33394,33397.3
28b.sql,DuckDB,NULL,10-5-12-7-9-3-4-13-8-11-6-1-0-2,3.877,31828.9,31832.8
7a.sql,DuckDB,NULL,7-4-3-1-6-0-2-5,3.555,646.387,649.96
4a.sql,DuckDB,NULL,4-3-2-1-0,0.606,339.849,340.472
16b.sql,DuckDB,NULL,6-0-1-7-5-4-3-2,2.903,8106.14,8109.06
18c.sql,DuckDB,NULL,6-4-3-2-1-5-0,2.99,33490.8,33493.8
20b.sql,DuckDB,NULL,8-4-3-7-5-9-6-1-0-2,3.509,476.588,480.115
9a.sql,DuckDB,NULL,7-4-3-6-2-1-5-0,3.036,1023.91,1026.96
22c.sql,DuckDB,NULL,7-2-9-4-6-0-1-10-5-8-3,3.358,32579.9,32583.3
22d.sql,DuckDB,NULL,7-2-9-4-6-0-1-10-5-8-3,3.319,32858.9,32862.2
2b.sql,DuckDB,NULL,4-3-2-1-0,0.582,1222.49,1223.08
8d.sql,DuckDB,NULL,6-5-3-2-4-1-0,2.675,3415.3,3417.99
32b.sql,DuckDB,NULL,5-4-3-2-1-0,0.939,383.187,384.143
9c.sql,DuckDB,NULL,7-4-3-6-2-1-5-0,3.021,1275.83,1278.87
12b.sql,DuckDB,NULL,5-2-4-0-1-7-6-3,2.736,31449.1,31451.9
17b.sql,DuckDB,NULL,6-4-3-2-1-5-0,2.794,1314.62,1317.43
1d.sql,DuckDB,NULL,4-3-2-1-0,0.463,494.434,494.914
27b.sql,DuckDB,NULL,9-5-7-3-4-1-0-2-10-6-11-8,3.468,31610.4,31613.9
13a.sql,DuckDB,NULL,6-3-5-0-1-8-7-4-2,2.665,31619.6,31622.3
30c.sql,DuckDB,NULL,10-3-7-4-9-6-8-5-1-0-2-11,2.988,34423,34426
6f.sql,DuckDB,NULL,4-2-1-3-0,0.565,2847.2,2847.78
22b.sql,DuckDB,NULL,7-2-9-4-6-0-1-10-5-8-3,3.242,32584.5,32587.8
24b.sql,DuckDB,NULL,2-1-10-9-0-11-8-7-6-5-4-3,3.163,32882.6,32885.7
6d.sql,DuckDB,NULL,4-2-1-3-0,0.696,416.948,417.66
17d.sql,DuckDB,NULL,6-4-3-2-1-5-0,2.744,1351.3,1354.06
13b.sql,DuckDB,NULL,6-3-5-0-1-8-7-4-2,2.949,272.693,275.658
17e.sql,DuckDB,NULL,6-4-3-2-1-5-0,2.719,3315.68,3318.41
5a.sql,DuckDB,NULL,4-3-2-1-0,0.717,32060,32060.7
15d.sql,DuckDB,NULL,6-3-7-4-5-1-2-8-0,2.841,2558.72,2561.58
16a.sql,DuckDB,NULL,6-0-1-7-5-4-3-2,4.222,4688.23,4692.48
11c.sql,DuckDB,NULL,5-2-4-0-1-7-6-3,3.365,200.574,203.958
10a.sql,DuckDB,NULL,6-4-3-2-5-1-0,3.197,1048.69,1051.91
11a.sql,DuckDB,NULL,5-2-4-0-1-7-6-3,2.88,172.809,175.706
5c.sql,DuckDB,NULL,4-3-2-1-0,0.69,33227.3,33228.1
29b.sql,DuckDB,NULL,5-4-15-14-0-8-13-11-7-12-9-10-6-2-1-3-16,3.776,29199.9,29203.7
8a.sql,DuckDB,NULL,6-5-3-2-4-1-0,2.898,632.63,635.543
12a.sql,DuckDB,NULL,5-2-4-0-1-7-6-3,2.553,31984.2,31986.7
14c.sql,DuckDB,NULL,4-0-7-6-5-3-2-1,2.573,32706.1,32708.7
19a.sql,DuckDB,NULL,2-1-8-7-0-9-6-5-4-3,3.143,32620.5,32623.6
16c.sql,DuckDB,NULL,6-0-1-7-5-4-3-2,2.968,4873.14,4876.12
4b.sql,DuckDB,NULL,4-3-2-1-0,0.74,121.561,122.319
33a.sql,DuckDB,NULL,7-0-12-4-9-2-11-6-10-3-13-5-8-1,4.186,257.362,261.567
3a.sql,DuckDB,NULL,3-2-1-0,0.52,32288.2,32288.8
1b.sql,DuckDB,NULL,4-3-2-1-0,0.63,436.224,436.871
18a.sql,DuckDB,NULL,6-4-3-2-1-5-0,2.968,36735.4,36738.4
15b.sql,DuckDB,NULL,6-3-7-4-5-1-2-8-0,3.184,28223.8,28227
23c.sql,DuckDB,NULL,8-4-9-5-7-2-3-10-6-1-0,3.118,31857.7,31860.9
26b.sql,DuckDB,NULL,4-3-10-9-6-11-7-8-5-1-0-2,3.307,789.15,792.474
19c.sql,DuckDB,NULL,2-1-8-7-0-9-6-5-4-3,3.196,32757.4,32760.7
17f.sql,DuckDB,NULL,6-4-3-2-1-5-0,2.786,2095.53,2098.34
27c.sql,DuckDB,NULL,9-5-7-3-4-1-0-2-10-6-11-8,3.893,31953.4,31957.3
6c.sql,DuckDB,NULL,4-2-1-3-0,0.587,278.016,278.618
28a.sql,DuckDB,NULL,10-5-12-7-9-3-4-13-8-11-6-1-0-2,3.686,32414.9,32418.6
32a.sql,DuckDB,NULL,5-4-3-2-1-0,0.83,379.947,380.794
11d.sql,DuckDB,NULL,5-2-4-0-1-7-6-3,2.647,299.102,301.765
19d.sql,DuckDB,NULL,2-1-8-7-0-9-6-5-4-3,3.056,5570.56,5573.63
4c.sql,DuckDB,NULL,4-3-2-1-0,0.629,591.131,591.778
26a.sql,DuckDB,NULL,4-3-10-9-6-11-7-8-5-1-0-2,3.162,896.68,899.86
10c.sql,DuckDB,NULL,6-4-3-2-5-1-0,2.769,1610.62,1613.41
5b.sql,DuckDB,NULL,4-3-2-1-0,0.792,31671.2,31672
9b.sql,DuckDB,NULL,7-4-3-6-2-1-5-0,3.277,802.595,805.889
10b.sql,DuckDB,NULL,6-4-3-2-5-1-0,2.968,902.624,905.607
6a.sql,DuckDB,NULL,4-2-1-3-0,0.686,326.324,327.026
30a.sql,DuckDB,NULL,10-3-7-4-9-6-8-5-1-0-2-11,3.192,32680.8,32684
23b.sql,DuckDB,NULL,8-4-9-5-7-2-3-10-6-1-0,3.222,28101.3,28104.6
31a.sql,DuckDB,NULL,9-0-6-2-8-4-5-1-7-3-10,3.262,32647.6,32650.8
8b.sql,DuckDB,NULL,6-5-3-2-4-1-0,3.083,522.115,525.214
2d.sql,DuckDB,NULL,4-3-2-1-0,0.488,1236.83,1237.34
15a.sql,DuckDB,NULL,6-3-7-4-5-1-2-8-0,2.905,28225,28227.9
15c.sql,DuckDB,NULL,6-3-7-4-5-1-2-8-0,2.922,33306.5,33309.5
33c.sql,DuckDB,NULL,7-0-12-4-9-2-11-6-10-3-13-5-8-1,5.3,312.282,317.599
2c.sql,DuckDB,NULL,4-3-2-1-0,0.7,1265.9,1266.62
21a.sql,DuckDB,NULL,6-2-4-0-1-8-7-3-5,4.461,32430.4,32434.9
17a.sql,DuckDB,NULL,6-4-3-2-1-5-0,2.868,1530.18,1533.07
13c.sql,DuckDB,NULL,6-3-5-0-1-8-7-4-2,2.827,219.322,222.165
31b.sql,DuckDB,NULL,9-0-6-2-8-4-5-1-7-3-10,3.46,32593,32596.5
20c.sql,DuckDB,NULL,8-4-3-7-5-9-6-1-0-2,3.481,1428.52,1432.02
7b.sql,DuckDB,NULL,7-4-3-1-6-0-2-5,3.462,438.575,442.054
21c.sql,DuckDB,NULL,6-2-4-0-1-8-7-3-5,3.422,32195.5,32199
7c.sql,DuckDB,NULL,7-4-3-1-6-0-2-5,3.501,18686.9,18690.4
25b.sql,DuckDB,NULL,7-0-8-6-5-4-3-2-1,2.846,32311.7,32314.5
9d.sql,DuckDB,NULL,7-4-3-6-2-1-5-0,2.923,1370.45,1373.39
28c.sql,DuckDB,NULL,10-5-12-7-9-3-4-13-8-11-6-1-0-2,4.092,32537,32541.1
14a.sql,DuckDB,NULL,4-0-7-6-5-3-2-1,2.748,32307.4,32310.2
25a.sql,DuckDB,NULL,7-0-8-6-5-4-3-2-1,2.736,34559.5,34562.2
12c.sql,DuckDB,NULL,5-2-4-0-1-7-6-3,4.527,32930,32934.6
16d.sql,DuckDB,NULL,6-0-1-7-5-4-3-2,3.138,4722.46,4725.62
20a.sql,DuckDB,NULL,8-4-3-7-5-9-6-1-0-2,3.67,979.984,983.671
